MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No)
https://www.timbertech.com/products/decking/ADCB15520BS/,https://www.timbertech.com/resources/installation-guides/ADCB15520BS.pdf,,,,,10001,Building Materials,Decking,Composite Decking,,ADCB15520BS,1x6-20' Brownstone Sq Edge - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),The AZEK Company LLC,TimberTech®,Harvest,ADCB15520BS,,Building Materials>Decking & Railing>Decking Boards,"The AZEK Company LLC TimberTech, Decking Board, Harvest, ADCB15520BS",DECKING BOARD 1X6 16FT HONEY GROVE,"TimberTech® Harvest ADCB15520BS Decking Board, Composite Wood","TimberTech® Harvest ADCB15520BS Decking Board, Composite Wood, Engineered for heavy-duty industrial performance and maximum service life.",Harvest Decking Board,Industrial grade Decking Board from TimberTech® offering high precision and durability.,High-performance composite shell resists staining and fading,Grooved edge profile for hidden fastener installation,Authentic natural wood grain finish,Low maintenance - cleans easily with soap and water,,,,,,,,,,,,,,,,,,Class A Flame Spread Index|ICC-ES ESR-1661,,,,Decking Board,Series,Harvest,,Edge Profile,Square Edge,,Color,Brownstone,,Material,Wood-Plastic Composite,,Thickness,1,in,Width,6,in,Length,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Year Manufacturer, 1 Year Labor and Parts",,1,Each,,20,ft,1,in,6,in,,,,,TIMBERTECH_ADCB15520BS.jpg,TIMBERTECH_ADCB15520BS_1.jpg,TIMBERTECH_ADCB15520BS_2.jpg,TIMBERTECH_ADCB15520BS_3.jpg,TIMBERTECH_ADCB15520BS_4.jpg,,,,,TIMBERTECH_ADCB15520BS_Specification_Sheet.pdf,https://www.timbertech.com/resources/installation-guides/ADCB15520BS.pdf,,,,,,,,,,,,,,,United States,No,Yes
https://www.timbertech.com/products/decking/ADCB15516SG/,https://www.timbertech.com/resources/installation-guides/ADCB15516SG.pdf,,,,,10001,Building Materials,Decking,Composite Decking,,ADCB15516SG,1x6-16' Slate Gray Sq Edge - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),The AZEK Company LLC,TimberTech®,Harvest,ADCB15516SG,,Building Materials>Decking & Railing>Decking Boards,"The AZEK Company LLC TimberTech, Decking Board, Harvest, ADCB15516SG",DECKING BOARD 1X6 16FT HONEY GROVE,"TimberTech® Harvest ADCB15516SG Decking Board, Composite Wood","TimberTech® Harvest ADCB15516SG Decking Board, Composite Wood, Engineered for heavy-duty industrial performance and maximum service life.",Harvest Decking Board,Industrial grade Decking Board from TimberTech® offering high precision and durability.,High-performance composite shell resists staining and fading,Grooved edge profile for hidden fastener installation,Authentic natural wood grain finish,Low maintenance - cleans easily with soap and water,,,,,,,,,,,,,,,,,,Class A Flame Spread Index|ICC-ES ESR-1661,,,,Decking Board,Series,Harvest,,Edge Profile,Square Edge,,Color,Slate Gray,,Material,Wood-Plastic Composite,,Thickness,1,in,Width,6,in,Length,16,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Year Manufacturer, 1 Year Labor and Parts",,1,Each,,16,ft,1,in,6,in,,,,,TIMBERTECH_ADCB15516SG.jpg,TIMBERTECH_ADCB15516SG_1.jpg,TIMBERTECH_ADCB15516SG_2.jpg,TIMBERTECH_ADCB15516SG_3.jpg,TIMBERTECH_ADCB15516SG_4.jpg,,,,,TIMBERTECH_ADCB15516SG_Specification_Sheet.pdf,https://www.timbertech.com/resources/installation-guides/ADCB15516SG.pdf,,,,,,,,,,,,,,,United States,No,Yes
https://www.timbertech.com/products/decking/ADCB15520SG/,https://www.timbertech.com/resources/installation-guides/ADCB15520SG.pdf,,,,,10001,Building Materials,Decking,Composite Decking,,ADCB15520SG,1x6-20' Slate Gray Sq Edge - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),The AZEK Company LLC,TimberTech®,Harvest,ADCB15520SG,,Building Materials>Decking & Railing>Decking Boards,"The AZEK Company LLC TimberTech, Decking Board, Harvest, ADCB15520SG",DECKING BOARD 1X6 16FT HONEY GROVE,"TimberTech® Harvest ADCB15520SG Decking Board, Composite Wood","TimberTech® Harvest ADCB15520SG Decking Board, Composite Wood, Engineered for heavy-duty industrial performance and maximum service life.",Harvest Decking Board,Industrial grade Decking Board from TimberTech® offering high precision and durability.,High-performance composite shell resists staining and fading,Grooved edge profile for hidden fastener installation,Authentic natural wood grain finish,Low maintenance - cleans easily with soap and water,,,,,,,,,,,,,,,,,,Class A Flame Spread Index|ICC-ES ESR-1661,,,,Decking Board,Series,Harvest,,Edge Profile,Square Edge,,Color,Slate Gray,,Material,Wood-Plastic Composite,,Thickness,1,in,Width,6,in,Length,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Year Manufacturer, 1 Year Labor and Parts",,1,Each,,20,ft,1,in,6,in,,,,,TIMBERTECH_ADCB15520SG.jpg,TIMBERTECH_ADCB15520SG_1.jpg,TIMBERTECH_ADCB15520SG_2.jpg,TIMBERTECH_ADCB15520SG_3.jpg,TIMBERTECH_ADCB15520SG_4.jpg,,,,,TIMBERTECH_ADCB15520SG_Specification_Sheet.pdf,https://www.timbertech.com/resources/installation-guides/ADCB15520SG.pdf,,,,,,,,,,,,,,,United States,No,Yes
https://www.timbertech.com/products/decking/AGB15512BS/,https://www.timbertech.com/resources/installation-guides/AGB15512BS.pdf,,,,,10001,Building Materials,Decking,Composite Decking,,AGB15512BS,1x6-12' Brownstone Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),The AZEK Company LLC,TimberTech®,Harvest,AGB15512BS,,Building Materials>Decking & Railing>Decking Boards,"The AZEK Company LLC TimberTech, Decking Board, Harvest, AGB15512BS",DECKING BOARD 1X6 16FT HONEY GROVE,"TimberTech® Harvest AGB15512BS Decking Board, Composite Wood","TimberTech® Harvest AGB15512BS Decking Board, Composite Wood, Engineered for heavy-duty industrial performance and maximum service life.",Harvest Decking Board,Industrial grade Decking Board from TimberTech® offering high precision and durability.,High-performance composite shell resists staining and fading,Grooved edge profile for hidden fastener installation,Authentic natural wood grain finish,Low maintenance - cleans easily with soap and water,,,,,,,,,,,,,,,,,,Class A Flame Spread Index|ICC-ES ESR-1661,,,,Decking Board,Series,Harvest,,Edge Profile,Grooved,,Color,Brownstone,,Material,Wood-Plastic Composite,,Thickness,1,in,Width,6,in,Length,12,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Year Manufacturer, 1 Year Labor and Parts",,1,Each,,12,ft,1,in,6,in,,,,,TIMBERTECH_AGB15512BS.jpg,TIMBERTECH_AGB15512BS_1.jpg,TIMBERTECH_AGB15512BS_2.jpg,TIMBERTECH_AGB15512BS_3.jpg,TIMBERTECH_AGB15512BS_4.jpg,,,,,TIMBERTECH_AGB15512BS_Specification_Sheet.pdf,https://www.timbertech.com/resources/installation-guides/AGB15512BS.pdf,,,,,,,,,,,,,,,United States,No,Yes
https://www.timbertech.com/products/decking/AGB15516BS/,https://www.timbertech.com/resources/installation-guides/AGB15516BS.pdf,,,,,10001,Building Materials,Decking,Composite Decking,,AGB15516BS,1x6-16' Brownstone Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),The AZEK Company LLC,TimberTech®,Harvest,AGB15516BS,,Building Materials>Decking & Railing>Decking Boards,"The AZEK Company LLC TimberTech, Decking Board, Harvest, AGB15516BS",DECKING BOARD 1X6 16FT HONEY GROVE,"TimberTech® Harvest AGB15516BS Decking Board, Composite Wood","TimberTech® Harvest AGB15516BS Decking Board, Composite Wood, Engineered for heavy-duty industrial performance and maximum service life.",Harvest Decking Board,Industrial grade Decking Board from TimberTech® offering high precision and durability.,High-performance composite shell resists staining and fading,Grooved edge profile for hidden fastener installation,Authentic natural wood grain finish,Low maintenance - cleans easily with soap and water,,,,,,,,,,,,,,,,,,Class A Flame Spread Index|ICC-ES ESR-1661,,,,Decking Board,Series,Harvest,,Edge Profile,Grooved,,Color,Brownstone,,Material,Wood-Plastic Composite,,Thickness,1,in,Width,6,in,Length,16,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Year Manufacturer, 1 Year Labor and Parts",,1,Each,,16,ft,1,in,6,in,,,,,TIMBERTECH_AGB15516BS.jpg,TIMBERTECH_AGB15516BS_1.jpg,TIMBERTECH_AGB15516BS_2.jpg,TIMBERTECH_AGB15516BS_3.jpg,TIMBERTECH_AGB15516BS_4.jpg,,,,,TIMBERTECH_AGB15516BS_Specification_Sheet.pdf,https://www.timbertech.com/resources/installation-guides/AGB15516BS.pdf,,,,,,,,,,,,,,,United States,No,Yes
https://www.timbertech.com/products/decking/AGB15520BS/,https://www.timbertech.com/resources/installation-guides/AGB15520BS.pdf,,,,,10001,Building Materials,Decking,Composite Decking,,AGB15520BS,1x6-20' Brownstone Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),The AZEK Company LLC,TimberTech®,Harvest,AGB15520BS,,Building Materials>Decking & Railing>Decking Boards,"The AZEK Company LLC TimberTech, Decking Board, Harvest, AGB15520BS",DECKING BOARD 1X6 16FT HONEY GROVE,"TimberTech® Harvest AGB15520BS Decking Board, Composite Wood","TimberTech® Harvest AGB15520BS Decking Board, Composite Wood, Engineered for heavy-duty industrial performance and maximum service life.",Harvest Decking Board,Industrial grade Decking Board from TimberTech® offering high precision and durability.,High-performance composite shell resists staining and fading,Grooved edge profile for hidden fastener installation,Authentic natural wood grain finish,Low maintenance - cleans easily with soap and water,,,,,,,,,,,,,,,,,,Class A Flame Spread Index|ICC-ES ESR-1661,,,,Decking Board,Series,Harvest,,Edge Profile,Grooved,,Color,Brownstone,,Material,Wood-Plastic Composite,,Thickness,1,in,Width,6,in,Length,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Year Manufacturer, 1 Year Labor and Parts",,1,Each,,20,ft,1,in,6,in,,,,,TIMBERTECH_AGB15520BS.jpg,TIMBERTECH_AGB15520BS_1.jpg,TIMBERTECH_AGB15520BS_2.jpg,TIMBERTECH_AGB15520BS_3.jpg,TIMBERTECH_AGB15520BS_4.jpg,,,,,TIMBERTECH_AGB15520BS_Specification_Sheet.pdf,https://www.timbertech.com/resources/installation-guides/AGB15520BS.pdf,,,,,,,,,,,,,,,United States,No,Yes
https://www.timbertech.com/products/decking/AGB15512SG/,https://www.timbertech.com/resources/installation-guides/AGB15512SG.pdf,,,,,10001,Building Materials,Decking,Composite Decking,,AGB15512SG,1x6-12' Slate Gray Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),The AZEK Company LLC,TimberTech®,Harvest,AGB15512SG,,Building Materials>Decking & Railing>Decking Boards,"The AZEK Company LLC TimberTech, Decking Board, Harvest, AGB15512SG",DECKING BOARD 1X6 16FT HONEY GROVE,"TimberTech® Harvest AGB15512SG Decking Board, Composite Wood","TimberTech® Harvest AGB15512SG Decking Board, Composite Wood, Engineered for heavy-duty industrial performance and maximum service life.",Harvest Decking Board,Industrial grade Decking Board from TimberTech® offering high precision and durability.,High-performance composite shell resists staining and fading,Grooved edge profile for hidden fastener installation,Authentic natural wood grain finish,Low maintenance - cleans easily with soap and water,,,,,,,,,,,,,,,,,,Class A Flame Spread Index|ICC-ES ESR-1661,,,,Decking Board,Series,Harvest,,Edge Profile,Grooved,,Color,Slate Gray,,Material,Wood-Plastic Composite,,Thickness,1,in,Width,6,in,Length,12,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Year Manufacturer, 1 Year Labor and Parts",,1,Each,,12,ft,1,in,6,in,,,,,TIMBERTECH_AGB15512SG.jpg,TIMBERTECH_AGB15512SG_1.jpg,TIMBERTECH_AGB15512SG_2.jpg,TIMBERTECH_AGB15512SG_3.jpg,TIMBERTECH_AGB15512SG_4.jpg,,,,,TIMBERTECH_AGB15512SG_Specification_Sheet.pdf,https://www.timbertech.com/resources/installation-guides/AGB15512SG.pdf,,,,,,,,,,,,,,,United States,No,Yes
https://www.timbertech.com/products/decking/AGB15516SG/,https://www.timbertech.com/resources/installation-guides/AGB15516SG.pdf,,,,,10001,Building Materials,Decking,Composite Decking,,AGB15516SG,1x6-16' Slate Gray Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),The AZEK Company LLC,TimberTech®,Harvest,AGB15516SG,,Building Materials>Decking & Railing>Decking Boards,"The AZEK Company LLC TimberTech, Decking Board, Harvest, AGB15516SG",DECKING BOARD 1X6 16FT HONEY GROVE,"TimberTech® Harvest AGB15516SG Decking Board, Composite Wood","TimberTech® Harvest AGB15516SG Decking Board, Composite Wood, Engineered for heavy-duty industrial performance and maximum service life.",Harvest Decking Board,Industrial grade Decking Board from TimberTech® offering high precision and durability.,High-performance composite shell resists staining and fading,Grooved edge profile for hidden fastener installation,Authentic natural wood grain finish,Low maintenance - cleans easily with soap and water,,,,,,,,,,,,,,,,,,Class A Flame Spread Index|ICC-ES ESR-1661,,,,Decking Board,Series,Harvest,,Edge Profile,Grooved,,Color,Slate Gray,,Material,Wood-Plastic Composite,,Thickness,1,in,Width,6,in,Length,16,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Year Manufacturer, 1 Year Labor and Parts",,1,Each,,16,ft,1,in,6,in,,,,,TIMBERTECH_AGB15516SG.jpg,TIMBERTECH_AGB15516SG_1.jpg,TIMBERTECH_AGB15516SG_2.jpg,TIMBERTECH_AGB15516SG_3.jpg,TIMBERTECH_AGB15516SG_4.jpg,,,,,TIMBERTECH_AGB15516SG_Specification_Sheet.pdf,https://www.timbertech.com/resources/installation-guides/AGB15516SG.pdf,,,,,,,,,,,,,,,United States,No,Yes
https://www.timbertech.com/products/decking/AGB15520SG/,https://www.timbertech.com/resources/installation-guides/AGB15520SG.pdf,,,,,10001,Building Materials,Decking,Composite Decking,,AGB15520SG,1x6-20' Slate Gray Grooved - Harvest Azek PVC Decking,TIMBERTECH,-- No Unilog Brand --,-- No DIB Brand --,Parksite (6151),The AZEK Company LLC,TimberTech®,Harvest,AGB15520SG,,Building Materials>Decking & Railing>Decking Boards,"The AZEK Company LLC TimberTech, Decking Board, Harvest, AGB15520SG",DECKING BOARD 1X6 16FT HONEY GROVE,"TimberTech® Harvest AGB15520SG Decking Board, Composite Wood","TimberTech® Harvest AGB15520SG Decking Board, Composite Wood, Engineered for heavy-duty industrial performance and maximum service life.",Harvest Decking Board,Industrial grade Decking Board from TimberTech® offering high precision and durability.,High-performance composite shell resists staining and fading,Grooved edge profile for hidden fastener installation,Authentic natural wood grain finish,Low maintenance - cleans easily with soap and water,,,,,,,,,,,,,,,,,,Class A Flame Spread Index|ICC-ES ESR-1661,,,,Decking Board,Series,Harvest,,Edge Profile,Grooved,,Color,Slate Gray,,Material,Wood-Plastic Composite,,Thickness,1,in,Width,6,in,Length,20,ft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Year Manufacturer, 1 Year Labor and Parts",,1,Each,,20,ft,1,in,6,in,,,,,TIMBERTECH_AGB15520SG.jpg,TIMBERTECH_AGB15520SG_1.jpg,TIMBERTECH_AGB15520SG_2.jpg,TIMBERTECH_AGB15520SG_3.jpg,TIMBERTECH_AGB15520SG_4.jpg,,,,,TIMBERTECH_AGB15520SG_Specification_Sheet.pdf,https://www.timbertech.com/resources/installation-guides/AGB15520SG.pdf,,,,,,,,,,,,,,,United States,No,Yes
https://www.trex.com/products/decking/543140016/,https://www.trex.com/technical-support/installation-guides/543140016.pdf,,,,,10001,Building Materials,Decking,Composite Decking,,543140016,1nx6-16' Biscayne Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),Trex Company Inc,Trex®,Transcend,543140016,,Building Materials>Decking & Railing>Decking Boards,"Trex Company Inc Trex, Decking Board, Transcend, 543140016  ",DECKING BOARD 1X6 16FT HONEY GROVE,"Trex® Transcend 543140016 Decking Board, Composite Wood","Trex® Transcend 543140016 Decking Board, Composite Wood, Engineered for heavy-duty industrial performance and maximum service life.",Transcend Decking Board,Industrial grade Decking Board from Trex® offering high precision and durability.,High-performance composite shell resists staining and fading,Grooved edge profile for hidden fastener installation,Authentic natural wood grain finish,Low maintenance - cleans easily with soap and water,,,,,,,,,,,,,,,,,,ICC-ES Certified|California Wildland Urban Interface (WUI) Approved,,,,Decking Board,Series,Transcend,,Edge Profile,Square Edge,,Color,Biscayne,,Material,Wood-Plastic Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Year Manufacturer, 1 Year Labor and Parts",,1,Each,,,,,,,,,,,,TREX_543140016.jpg,TREX_543140016_1.jpg,TREX_543140016_2.jpg,TREX_543140016_3.jpg,TREX_543140016_4.jpg,,,,,TREX_543140016_Specification_Sheet.pdf,https://www.trex.com/technical-support/installation-guides/543140016.pdf,,,,,,,,,,,,,,,United States,No,Yes
https://www.trex.com/products/decking/543140020/,https://www.trex.com/technical-support/installation-guides/543140020.pdf,,,,,10001,Building Materials,Decking,Composite Decking,,543140020,1nx6-20' Biscayne Sq Edge - Trex Transcend Lineage Decking,TREX,-- No Unilog Brand --,-- No DIB Brand --,U S Lumber (3073),Trex Company Inc,Trex®,Transcend,543140020,,Building Materials>Decking & Railing>Decking Boards,"Trex Company Inc Trex, Decking Board, Transcend, 543140020  ",DECKING BOARD 1X6 16FT HONEY GROVE,"Trex® Transcend 543140020 Decking Board, Composite Wood","Trex® Transcend 543140020 Decking Board, Composite Wood, Engineered for heavy-duty industrial performance and maximum service life.",Transcend Decking Board,Industrial grade Decking Board from Trex® offering high precision and durability.,High-performance composite shell resists staining and fading,Grooved edge profile for hidden fastener installation,Authentic natural wood grain finish,Low maintenance - cleans easily with soap and water,,,,,,,,,,,,,,,,,,ICC-ES Certified|California Wildland Urban Interface (WUI) Approved,,,,Decking Board,Series,Transcend,,Edge Profile,Square Edge,,Color,Biscayne,,Material,Wood-Plastic Composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1 Year Manufacturer, 1 Year Labor and Parts",,1,Each,,,,,,,,,,,,TREX_543140020.jpg,TREX_543140020_1.jpg,TREX_543140020_2.jpg,TREX_543140020_3.jpg,TREX_543140020_4.jpg,,,,,TREX_543140020_Specification_Sheet.pdf,https://www.trex.com/technical-support/installation-guides/543140020.pdf,,,,,,,,,,,,,,,United States,No,Yes
